"name","boat_type","length","double_cabins","wc"
"Moorings 393PC-Exclusive",2,11.63,3,2
"Moorings 42.3 - Club",1,12.50,3,2
"Moorings 4000 - Exclusive",2,12.19,4,2
"Moorings 42.1-Excl Plus",1,12.50,3,2
"Moorings 45.3 - Exclusive",1,13.72,3,3
"Kalufra",1,13.40,4,2
"GOD SPEED MARY",1,14.60,4,4
"Goethe",1,14.39,4,2
"Moorings 4000",2,11.96,4,2
"AQUARIUS",4,15.95,3,2
"Moorings 42.1-Exclusive",1,12.50,3,2
"Moorings 4000 - Excl Plus",2,12.19,3,2
"Moorings 4000 - Exclusive",2,12.19,3,2
"Moorings 4300 - Club",2,13.11,4,4
"Moorings 41.3 - Club",1,12.19,3,2
"AQUILINA",1,14.27,4,2
"Lady Stardust",2,11.74,4,2
"GOOD TIMES",2,14.30,4,4
"Aquila",4,9.43,2,1
"Lana I",1,13.30,3,2
"L'Avvelenata",1,11.48,3,1
"ARADAU II",1,9.60,2,1
"La Malnoue",2,11.60,4,2
"go rabbit go",1,14.39,4,2
"Lana luca jeis",1,11.90,3,2
"Corona Borealis II",2,13.96,4,4
"LA PASSION DU VIN",1,11.14,3,1
"Largo R (sails changed 2014)",1,13.76,4,2
"LADY JANE",2,12.00,4,4
"ARCADIA",2,12.00,4,2
"Moorings 4000 - Exclusive",2,12.19,3,2
"LAMARIS",1,10.66,3,1
"Moorings 42.1-Excl Plus",1,12.50,3,2
"Moorings 42.1-Excl Plus",1,12.50,3,2
"Laura III",4,9.20,2,1
"Les 4 voiles",2,12.20,4,4
"Araluen I",2,11.98,4,2
"Lautlos",1,12.00,3,1
"LA STELLA",1,15.10,4,3
"Gracie Lou Too",1,13.75,3,2
"Moorings 41.3 - Club",1,12.19,3,2
"Grafias",1,10.45,2,1
"Fary",2,13.96,4,4
"GRANDE PLAISANCE",1,14.39,4,2
"LA VANDALAY",2,17.26,5,6
"GRANDE PLAISANCE III",1,16.06,4,3
"Moorings 42.1-Club",1,12.50,3,2
"Grandioso FB",1,15.10,5,2
"Moorings 42.1-Excl Plus",1,12.50,3,2
"Moorings 42.1-Exclusive",1,12.50,3,2
"Arcadie",1,10.34,3,1
"Grasevina",1,11.72,3,1
"Graševina",1,11.99,3,1
"Moorings 45",,13.72,3,2
"Moorings 434PC-Excl Plus",2,13.11,4,2
"Moorings 43PC - Excl Plus",,13.11,3,2
"Auxelle",1,11.50,3,1
"Moorings 43.3 - Club",1,13.11,3,3
"EXPLORER",2,11.74,4,4
"GREUZE",2,13.60,4,4
"LAVIEBEL",2,18.12,6,6
"Moorings 43.3 - Club",1,13.11,3,3
"Moorings 43PC - Excl Plus",,13.11,3,2
"Areti",1,12.55,3,2
"Grey Sky",1,14.40,4,3
"Leader",1,10.59,2,1
"Moorings 45.3 - Excl Plus",1,13.72,3,3
"Grimi",1,13.99,4,2
"GROIX",1,14.39,4,2
"GROS PLANT",2,13.96,4,4
"Gryffindor",1,15.40,3,3
"Lavsa",1,14.15,4,4
"Moorings 45.3 - Excl Plus",1,13.72,3,3
"Leander",1,12.55,3,2
"Moorings 45.4 - Excl Plus",1,13.72,4,2
"Moorings 4600 - Club",2,14.02,4,5
"GWERHEZ AR JOA",1,10.30,3,1
"H385-2",1,11.40,3,1
"H 415-1",1,13.45,3,2
"Moorings 45.4 - Exclusive",1,13.72,4,2
"Guel",1,13.10,3,2
"Moorings 4600",2,14.12,4,5
"Moorings 4600 - Club",2,14.02,4,5
"Gulet Dolin",3,25.00,5,6
"Gulet Gideon",3,30.00,8,8
"LEANDROS D",1,15.10,4,4
"H415-1",1,13.45,3,2
"H 415-2",1,13.45,3,2
"Hako III",2,12.00,6,4
"Morska Mačka",1,12.76,3,2
"Moorings 45.4 - Exclusive",1,13.72,4,2
"GIFT",4,5.35,0,1
"Moorings 4600 - Club",2,14.02,4,5
"Moorings 4600 - Club",2,14.02,4,5
"Moorings 4800 - Club",2,14.63,4,4
"More Grey",1,16.70,6,3
"Morning Glory 28",1,12.35,3,2
"Moorings 4600 - Club",2,14.02,4,5
"B",1,11.48,3,1
"Moorings 474 Day Sail",,14.33,4,5
"Moorings 4800",2,14.63,4,4
"Hakuna Matata",2,11.90,4,2
"Hakuna Matata",1,15.43,3,3
"Leda",1,14.40,4,2
"Hama",1,11.20,3,1
"Le Gauguin",2,23.88,12,12
"HANABI",1,10.34,2,1
"Moorings 4600 - Club",2,14.02,4,5
"Cima",1,9.96,2,1
"Moorings Crewed 4600",2,14.02,4,5
"MS Barba",3,26.00,6,6
"Hanse 345 - NN1",1,10.40,3,1
"Moorings 4600 - Club",2,14.02,4,5
"Hanse 345 - No Name",1,10.40,3,1
"Moorings 4600 - Club",2,14.02,4,5
"ath41901",1,12.34,3,2
"Levant - 14",1,12.35,3,2
"Moorings 4600 - Club",2,14.02,4,5
"Lela Doronjski",1,14.40,4,2
"Arctic 10",4,21.35,5,4
"Morgana",1,11.59,3,2
"Artemis",1,11.90,3,2
"BELLINI",1,12.47,3,2
"HAPPY",2,11.89,4,2
"MORNING HARMONY",1,14.39,4,2
"HAPPY DAYS",2,11.43,4,2
"Morphea",1,12.00,3,2
"Happy Eva",2,11.00,3,1
"MOSELLE",2,15.70,4,4
"Kazan I",4,10.40,2,1
"Hawk",1,11.95,3,2
"HAWKING",1,12.90,3,3
"Morski čovik 2",1,11.95,3,2
"Legrin 2",1,11.55,3,1
"Mosca",1,14.50,4,2
"He",4,11.77,2,1
"Hedda Gabler",1,13.40,4,2
"Kelly Dee",1,14.33,3,2
"MOSKENES",1,15.88,3,3
"Bombon III",1,11.86,2,1
"Helena",1,14.40,4,2
"Lee Loo",1,13.90,4,2
"AIAS",1,13.10,3,2
"Lenox",4,7.42,1,1
"HELIA II",2,13.96,4,4
"Helia III",1,12.34,3,2
"Helia IV",1,16.06,3,3
"Helios",1,15.07,4,4
"HELIOS",1,9.45,2,1
"Bonaca",1,11.40,3,1
"Legolas - BT",1,16.75,5,4
"Le Grand Bleu",2,11.74,4,4
"Aretousa",1,11.99,3,2
"Licence to Chill",1,15.57,5,3
"HERM",1,8.50,2,1
"B/one #1",1,7.28,0,0
"Hermione",2,11.55,4,2
"Libera",1,13.34,4,2
"Hiba",1,10.76,3,1
"Azzurra",1,13.75,4,2
"Vittoria",1,12.00,3,2
"Motor Yacht 40 feet  Mykonos",4,12.00,1,2
"Bonheur",1,10.98,3,1
"Mrs Kennedy",1,14.60,4,2
"MS Andrea",3,26.00,6,6
"Holiday 5",3,28.00,9,9
"HOLO HOLO",2,13.72,4,4
"MS Croatia",3,30.00,7,7
"Myrtillus",1,13.09,3,2
"Nafsika",1,13.70,4,3
"BALUMA",1,11.30,3,1
"MS Andi Star",3,26.00,5,5
"Mystique",2,15.54,3,5
"Hope",2,14.00,4,4
"Elvira Thunder",1,14.40,4,2
"Horang Navi",1,13.13,3,2
"Hotel",1,9.99,2,1
"HUDSON",2,15.70,4,4
"HUGO",1,14.39,3,2
"Hurricane 22",1,12.35,3,2
"HVAR",1,14.05,4,4
"LOSTURA",1,12.00,3,2
"ARETI",1,12.55,3,2
"Hydra IX",2,11.97,4,4
"MRS BOSS",1,17.38,4,3
"Natalie",1,12.38,3,2
"Bana Bioletta 5",1,14.05,4,4
"Cosma",1,14.40,4,2
"Hydra X",2,12.80,4,4
"Hydra XI",2,13.96,4,4
"BAMBOO FREE (Skippered Mandatory)",2,19.30,4,4
"HYPATIA",1,12.34,3,2
"Yuksel 36",1,11.99,3,2
"I AM FREE",2,13.10,4,4
"iBulut",1,14.27,3,3
"ICARUS LANZAROTE",1,13.34,3,2
"Iceberg (with Skipper&Hostess)",2,17.07,4,4
"Ariadni",1,13.99,4,3
"IDDA",1,15.62,4,4
"Ideal",2,13.96,4,4
"Musa",2,14.75,4,5
"Idroussa",1,13.85,4,2
"Arethousa",1,13.60,4,3
"More fun",1,16.70,6,3
"Ignis",1,9.99,2,1
"Igris",2,12.61,4,4
"Blue O",1,15.40,5,3
"MURTER",1,14.40,4,2
"Ikaros",1,12.35,3,1
"Ikaros",1,13.95,4,2
"MUSE",2,20.92,5,5
"Ilios",1,13.76,4,2
"KOS 43.4",1,13.21,2,2
"Muscade",1,10.60,3,1
"KOS 40.4",2,11.93,4,4
"Muzikal",2,13.96,6,4
"Naturalmente",1,12.17,3,2
"ILUSION",2,11.60,4,2
"ILUSION",2,11.60,4,2
"KOS 40.6",2,11.93,4,4
"guanajo",1,15.40,5,3
"Imagine",1,13.40,3,2
"Mucho Gusto",2,12.20,3,2
"M/Y SID",4,14.27,3,2
"BARBAROS",1,15.38,4,3
"NAILAH",2,11.98,4,4
"Nausicaa",1,13.65,4,2
"Ifigenia",1,11.40,3,1
"Barka Vela",1,9.60,2,1
"Imagine - 07",1,12.15,3,2
"My Elisabeth",2,11.55,4,2
"INCOGNITO II",2,14.98,4,5
"CALLIRHOE",1,11.20,3,1
"Myrto",2,11.98,4,4
"In Compliance",1,15.10,4,4
"ALLEGRO",1,12.38,3,2
"My Joy",4,17.45,3,4
"Indulgence",1,10.94,3,1
"My Shangri-La",2,11.55,4,2
"Mystikal",2,13.61,4,4
"Insert Boat Name",4,12.40,1,1
"Instant Zero",1,16.06,4,3
"BAUDELAIRE",1,12.86,3,2
"MYSTIQUE",2,13.30,4,4
"MYSTIC BLUE",2,11.99,4,2
"Interceptor One",1,13.10,3,2
"Delphine",1,10.98,2,1
"Mali Svibor",1,10.34,3,1
"ARGOSY",1,14.40,4,2
"Mythos 2",1,17.01,4,4
"N 13",2,19.50,5,5
"Nayad",1,14.60,5,3
"Beneteau 40/3/2",1,12.19,3,2
"Nailah",2,11.98,4,4
"Nautilus",2,12.37,4,4
"Nereja",1,12.90,3,2
"Ipanema",2,11.98,4,4
"Ippoliti",1,13.40,4,2
"Nazli Deniz",1,12.90,3,2
"Nefeli",1,11.40,3,1
"Nesi",1,11.55,3,1
"DELPHINUS",1,12.00,2,2
"NAIRA",1,15.07,4,4
"NEVET",2,12.00,4,2
"IRENA",4,10.00,3,1
"Namaste",1,13.21,4,2
"NANA'O",2,11.43,4,2
"Irida",1,14.27,4,3
"NEUSCHNEE",1,15.57,5,3
"Nana",1,10.30,3,1
"NEFELI IV",2,13.96,4,4
"NEMO",1,11.55,3,2
"Neška II - BT",1,13.65,4,2
"NAILU",1,11.99,3,2
"Nanna",1,15.59,5,3
"Atlante",2,12.00,4,4
"Iris",2,17.26,6,6
"Iris",1,14.40,4,2
"Iris",2,13.61,4,4
"IRIS",2,13.61,5,5
"IRISH ROVER",2,11.89,3,2
"01 Express",1,12.26,3,1
"Alaska",1,11.82,3,2
"Alboran Gin Tonic",1,13.86,4,2
"Isabel",1,13.05,4,2
"Arianna",1,12.30,3,2
"IRYS IV",2,11.97,4,4
"Alpha 1",1,10.75,3,1
"Amara",2,11.99,4,2
"Nar",1,12.15,3,2
"Isabella",1,15.62,4,5
"Blue Tone",1,11.20,3,1
"Isabella Belén",2,13.72,3,3
"NELLY",1,13.65,3,2
"Aquamarine",1,10.34,3,1
"Arcturus",1,13.95,4,2
"Nerej",1,13.52,4,2
"CALLISTO L400",2,11.98,4,4
"Aria",1,13.72,4,2
"Nutka",1,13.99,4,3
"Aria",1,12.99,3,2
"Ariane",1,9.99,3,1
"ISANDRA III",1,13.09,3,2
"ISARA 45",2,13.96,4,6
"MAPANU LANZAROTE",1,13.34,3,2
"MARY",4,20.73,4,3
"Vai Vai",2,12.00,4,4
"Neva",1,13.70,4,2
"AROHA KOHANGA",2,12.00,4,4
"Isis",2,13.61,4,4
"Isis",2,13.61,4,4
"Eurydika",1,13.99,4,3
"Neverin",1,14.50,4,1
"Ariadne",1,14.07,3,2
"ARSEN",1,11.25,3,2
"Island Girl",1,12.34,3,2
"Nova",2,18.90,3,4
"'O Cat",2,17.07,4,4
"Beneteau Flyer 550",4,5.50,1,0
"BERGERAC",1,11.48,3,1
"LIMA IV",2,11.74,4,4
"Ismini",1,12.35,3,2
"Yuksel 37",1,13.99,4,2
"Net Uno",4,10.85,2,1
"new",1,14.60,5,3
"ALDA 1",1,15.39,5,4
"Jasmine",1,17.20,4,3
"Not Bicoque",2,11.55,3,2
"Eurybia",1,10.71,3,1
"NOT AFRAID",1,16.16,3,3
"LUCE",1,13.85,4,2
"Neverland",2,11.92,4,2
"Papatu",1,14.85,4,3
"NEW - no name 3",1,14.15,4,4
"Lady Beate",2,12.00,4,4
"Lady Beatrice II",2,13.47,6,4
"Élektra",1,13.99,4,3
"GEORGE'S",1,13.05,3,2
"Yuksel 38",1,15.43,5,3
"NEW 2017",1,12.43,3,2
"Nova",4,10.00,3,2
"Ariale",1,9.99,2,1
"Ithaque",1,0.00,2,1
"ITT1",1,15.40,5,3
"ITT2",1,15.40,5,3
"Iva",1,9.60,2,1
"Beneteau Flyer 6 Space Deck",4,6.10,1,0
"NEW 2017",1,12.43,3,2
"Demir San",1,11.20,3,1
"Pandora",1,14.85,4,3
"Ariana",1,11.94,3,2
"IVANA",1,10.59,3,1
"Ivo",1,13.45,3,2
"NEW Bavaria 37",1,11.20,3,1
"Almar NEW 2017 - BT",1,14.15,4,4
"Ivory",1,13.45,3,2
"VAJU",1,13.95,4,2
"Izar",1,9.99,2,1
"NEW 47 PUERTO RICO",2,13.94,4,5
"Jack",1,13.40,4,2
"Jackals",4,15.80,3,2
"Jackie One ",4,25.90,4,1
"Jackpot",1,14.60,4,3
"Chocolate",2,13.61,6,4
"Beneteau Flyer 7.7 SUNdeck",4,7.62,1,1
"Jade",1,13.10,4,2
"Bloody Mary",4,12.80,4,2
"NEW Bavaria 37",1,11.20,3,1
"Jade II",2,11.97,4,4
"BERNANOS",1,15.88,3,3
"NEW Bavaria 51",1,15.59,5,3
"New boat",1,17.15,6,4
"NEW Bavaria 34",1,9.99,3,1
"Jami",1,13.95,3,2
"VAKARYNE",1,10.94,3,1
"Jasna",1,15.38,5,3
"Blue Berry",1,14.30,3,3
"JASON",1,13.34,4,2
"Jasper",1,14.27,4,1
"""Benoit""",1,12.93,3,2
"Alba NEW 2017 - BT",1,14.15,4,4
"Harorai",2,11.98,4,2
"New Dream",1,15.40,5,3
"LIPPI",1,15.59,4,3
"Lissa",1,11.55,3,2
"LISSN",4,11.13,2,1
"JEANNEAU  54",1,16.16,3,4
"NEW Bavaria 34",1,9.99,3,1
"Jeannine",1,15.40,5,3
"JEDVA",4,10.00,3,2
"Christina",1,13.65,4,2
"JE LOGE",2,14.30,4,4
"NEW Bavaria 46",1,13.99,4,3
"Ariti",1,12.35,3,2
"Jimminy Grille",1,13.40,4,2
"J. Livingstone",1,11.20,3,2
"LISTRAC",1,15.38,4,3
"ARIODANTE",1,12.35,3,2
"CAT 1 JF",2,11.93,5,4
"Lisi",1,13.90,4,2
"Loli",4,10.00,3,1
"HAPPY NEST II",2,11.98,4,4
"NU GA",1,11.40,3,1
"MARTI",2,12.20,4,4
"Armide XI",1,10.60,3,1
"Nike",1,10.85,2,1
"Arion",1,12.15,3,2
"CATALLOU",2,11.74,4,4
"Nicole",2,11.93,3,3
"Mary",1,13.65,3,2
"Vakaryné",1,11.10,3,1
"Nikolaos",1,12.84,3,2
"Jost Van Dyke",1,14.40,4,2
"NOVENITA",1,13.76,3,2
"Joy",1,12.35,3,2
"New Style",4,16.97,4,3
"NN",2,13.10,6,4
"Joya",1,13.99,4,3
"APHIA I",1,11.20,3,1
"Mašta",1,13.85,3,2
"Nia-Nya",1,12.35,3,2
"NN2",1,12.37,3,2
"38 SPECIAL",2,11.55,3,2
"JULIE",1,12.35,3,2
"Julia",1,12.00,3,2
"JULIA",1,11.20,3,1
"AROSA",1,9.96,2,1
"Juliet",1,13.95,4,2
"Juliett",1,9.99,2,1
"Julius Caesar II",2,13.96,4,4
"ARKINA",1,13.05,3,3
"Luna",4,10.80,3,1
"Mary",1,11.47,3,1
"Mary Jewell",1,15.64,4,3
"Nimfa",1,13.40,4,2
"NN",2,12.80,4,4
"Yvonne",1,10.75,3,1
"Artemis",2,13.96,4,4
"NN",1,17.20,5,3
"NN2 2017",1,11.40,3,1
"NN8",1,12.35,3,2
"MATA FENUA",2,18.39,5,5
"CHINOOK WIND",2,13.96,4,4
"Nimado",4,17.60,3,2
"NN 2017",2,11.93,4,4
"NN3",1,12.35,3,2
"Armilla",1,11.82,3,2
"Annù",1,14.00,4,3
"Kalimera",1,12.43,3,2
"Anemos",1,12.35,3,2
"Arcas",1,12.32,3,2
"Karma",1,15.43,5,3
"Kallisti",1,13.34,3,2
"MATE",1,9.76,2,1
"Kalypso",1,10.85,2,1
"Nine Dragons",1,12.35,3,2
"Ninfea",2,12.19,4,4
"Kane",1,12.35,3,2
"KANE",1,11.99,3,2
"AROSA",1,9.96,2,1
"Ninia",1,12.76,3,2
"Nirvana",1,15.10,4,4
"Helena",1,11.82,3,2
"Kant",1,14.39,4,2
"Nitas",1,15.00,3,2
"KAPARI",2,11.89,4,4
"Lady Bug II",1,14.60,4,2
"LA MOLA",4,10.72,2,1
"Atlante",2,11.97,4,4
"Luce",1,15.20,5,2
"Kapirinja",1,13.75,4,2
"L.S.W. Julia",1,14.40,3,2
"KARIME",1,13.13,3,3
"Fethi TOPRAK",2,13.96,4,4
"LA RAVAGEUSE 2-10",1,13.76,3,2
"Artemis",1,11.55,3,2
"LU",1,15.60,5,3
"Valencia",2,14.34,4,4
"Moorings 3900",2,11.43,4,2
"Karlo",1,10.30,2,1
"Artemis",1,16.00,2,4
"Karlo21",1,13.85,4,2
"Anna",1,12.15,3,2
"Lucy",1,14.60,5,3
"Master V",2,11.50,4,2
"KARLO VELIKI",1,13.85,4,2
"Karolina",4,10.00,3,2
"Karoto",1,15.40,3,3
"Luka",1,13.45,3,2
"Katalina",1,12.38,3,2
"Luka",1,10.28,3,1
"Magnolia",1,13.10,4,2
"Lucky",1,12.35,3,2
"Katarina",1,11.40,3,1
"Arwen",1,15.62,5,3
"BETIAITXE",1,11.92,3,1
"Katerina",1,17.01,2,5
"Valencia",1,10.38,3,1
"Amazing Grace",1,11.50,2,1
"KATI",1,15.39,4,4
"Moorings 3900 - Club",2,11.89,3,2
"NN 2017",2,11.93,6,4
"NN3",1,13.85,3,2
"Katia",1,11.88,3,1
"ARUBA",1,15.62,4,3
"Katica",1,16.75,4,4
"MAISTRA",1,16.70,4,4
"Arwen",1,9.99,2,1
"Alboran Mai-Tai",1,15.20,4,2
"Kavalino",1,10.30,3,1
"Arwen",1,12.34,3,2
"Kefaluka",1,16.20,3,3
"KELSYMER - 2006",1,9.85,2,1
"Mala - 02",1,9.78,2,1
"Maladroxia",1,14.27,4,3
"NN3",1,12.37,3,2
"Mala",1,12.00,3,1
"Mala",1,9.76,2,1
"KERYLOS",2,11.74,4,2
"Khimeya",1,12.35,3,2
"Lazy",2,13.96,6,4
"Khloe",1,14.60,5,3
"NN7",1,12.35,3,2
"ALLIANCE",1,12.47,3,2
"KIAORA",2,11.60,3,2
"Kiki",1,10.00,2,1
"Kiki",1,13.85,4,2
"NN6",1,12.35,3,2
"KING",1,15.62,5,3
"NN - Owner's version - 2017.",1,14.85,3,4
"ath39i01",1,11.86,3,1
"Leandre 2008",1,10.75,3,1
"Noa",1,15.10,3,2
"Malena",1,14.15,3,3
"Kingsman",1,14.27,3,3
"Astravi",1,11.30,3,1
"ADA",1,11.25,3,1
"Manci",1,14.43,4,4
"Marčelina",2,13.96,6,4
"Maya",1,11.99,3,1
"Astra",2,11.50,4,2
"Kir Royal",1,11.34,3,1
"Kit Kat",2,13.61,6,4
"Marathounta",2,15.54,5,5
"Kitty Cat",2,11.43,3,2
"Maximum",1,17.01,5,3
"ath47902",1,14.40,4,4
"Kiwi",1,11.40,3,1
"Mi Pequena Tribu",2,11.45,4,4
"Kiwi IV",2,11.95,4,2
"ath32i01",1,9.60,2,1
"Manuela",2,11.60,4,2
"MARE NOSTRUM",1,11.40,3,1
"ath33i01",1,9.96,2,1
"Kiwi V",2,15.84,5,6
"Klane",1,15.57,4,3
"Alboran Mónica",1,14.98,3,3
"Chiquita",1,9.96,2,1
"Marialena",1,14.40,4,2
"Klara",1,11.90,3,2
"Maria Favorita",1,16.06,5,3
"Mediterranea",1,15.59,5,3
"Mej",2,13.96,6,4
"Knotty Dreams II",2,13.72,4,4
"Chirone",1,13.99,4,2
"ath36i04",1,10.97,3,1
"MARIJANA",1,13.40,4,2
"Kolibri",1,16.08,2,2
"Kondor",1,15.80,5,5
"KONSTANTINA",4,10.16,2,1
"Lelani",1,15.07,4,4
"ath4308",1,13.21,3,2
"ath44903",1,13.76,3,2
"CISCO",1,14.20,4,2
"Armorik II",1,12.17,3,2
"Korina",1,13.85,4,2
"Žan",1,16.06,5,3
"KORNATI QUEEN",1,12.35,3,2
"MARINIS",1,10.94,3,1
"ath40906",1,12.34,3,2
"KOS 36.2",1,11.10,3,1
"ath40907",1,12.34,3,2
"KOS 38.1",1,11.25,3,1
"KOS 38.4",1,11.59,3,2
"ath40903",1,12.34,3,2
"KOS 40.2",2,12.20,4,4
"Luna Lu",2,11.98,6,4
"KOS 40.1",2,12.20,4,4
"Lola",1,11.99,3,2
"KOS 40.3",2,11.93,4,4
"ath41902",1,12.34,3,2
"Merlot",1,16.06,4,3
"Moorings 393PC-Club",2,11.89,3,2
"KOS 41.5",1,12.43,3,2
"Lima II",2,14.98,4,4
"KOS 450",2,13.96,4,4
"KOS 450.2",2,13.96,4,4
"KOS 450.3",2,13.96,4,4
"KOS 45.3",1,13.65,4,2
"Diamond Kiss",1,13.99,4,3
"KOS 52",2,15.84,5,5
"KOS 469.2",1,14.05,4,4
"KOS 48.1 SAMORA",1,14.60,4,3
"no name",4,5.00,0,0
"Alani",1,11.20,3,1
"no name",4,8.58,1,0
"Kosmulja",1,6.87,1,0
"Lianne",2,12.00,4,4
"Kristina",1,12.20,3,2
"Moorings 4000 - Excl Plus",2,12.19,4,2
"Lilia",1,10.21,2,1
"No 12",1,16.75,5,4
"MH 7",1,14.40,4,2
"Noemi",1,16.78,6,4
"KRK",1,11.20,3,1
"Antonela",1,12.55,3,2
"JASON",4,8.95,1,1
"MH 55",1,14.40,4,3
"Kulina",1,11.20,3,1
"ath44i03",1,13.41,4,2
"ath44i06",1,13.41,4,2
"ath46902",1,14.05,4,4
"Kurba mala",1,12.99,2,3
"ath4502",1,13.72,4,2
"MISS AMANDA JONES",2,14.30,4,4
"Mithrandir II",1,13.17,3,2
"Moorings 4000 - Excl Plus",2,12.19,3,2
"ath46905",1,14.05,4,4
"Kymo",1,16.16,4,4
"Moana IV",1,10.28,2,1
"Kyra",1,11.40,3,1
"Moorings 4000 - Excl Plus",2,12.19,3,2
"Moorings 4000 - Excl Plus",2,12.19,3,2
"Kyra",2,13.30,4,4
"no name",4,5.25,0,0
"Kyra",4,10.88,2,2
"Kyveli",1,14.40,4,3
"Moorings 4000 - Excl Plus",2,12.19,3,2
"COCKTAIL",1,11.50,3,1
"SEA SUITE",2,13.96,3,3
"no name",1,14.15,3,2
"no name",4,5.99,1,1
"LADIES AND GENTLEMAN",2,13.96,4,4
"LA BOHEME 1",2,15.70,4,4
"ath49i01",1,15.07,4,4
"no name",4,12.70,3,2
"Lika - full batten",1,11.19,2,1
"La Comtesse",1,12.93,3,2
"Moorings 41.3 - Club",1,12.19,3,2
"Sunny",1,9.99,3,1
"M/Y PRIMAPARMA",4,14.27,3,2
"ath50903",1,15.38,4,3
"Ladybug",1,13.65,4,2
"ath51901",1,15.38,4,3
"Lady C",1,11.55,2,1
"Lady Di",1,12.90,3,2
"AZULIA II",2,17.07,5,5
"Lady Ida II",2,12.00,4,4
"Alboran Cognac",1,15.75,4,3
"Lady Ju",1,12.90,3,2
"LADY KIKI II",1,15.62,4,3
"LADY LANA",1,13.95,4,2
"Lily FB",1,12.35,3,2
"Lady Mia",2,15.54,4,5
"Luna Rossa",1,14.60,4,4
"Moorings 42.1-Excl Plus",1,12.50,3,2
"OAHU",2,14.63,4,4
"Lady Paula",1,13.10,4,2
"LADY S",1,17.38,3,3
"Luna Rossa",1,14.51,4,2
"NV",1,14.27,4,3
"ALBINONI",2,12.60,4,2
"ath5701",1,17.78,4,4
"Ocean Blue",1,13.65,3,2
"Ocean Motion Too",4,11.98,3,2
"NOOKS",1,11.10,2,1
"Moorings 4800 - Club",2,14.63,4,4
"lag 380 - 2007",2,11.60,4,2
"Laertis",1,12.35,3,2
"Lag38002",2,11.55,4,2
"Lag38011",2,11.55,4,2
"OCEANIS 35 CRUISER_1",1,10.45,3,1
"Aquarella",1,13.45,3,2
"Lag42004",2,12.61,4,5
"Obsession",1,16.78,3,3
"oceanis38",1,11.50,3,1
"Odysseus",4,15.80,4,3
"Fryni",1,14.27,4,3
"Apollonas",1,13.95,4,2
"Olympia",2,11.74,4,2
"Oceanis 38 P",1,11.50,3,2
"Lagoon 400",2,11.97,4,4
"Moorings 4800 - Club",2,14.63,4,4
"Odusseas",2,13.96,4,4
"OFF CALL",2,12.20,3,2
"Lagoon 421",2,12.61,3,3
"Larisa",1,13.90,4,2
"MANAVA ti-punch - Skippered Only",2,15.84,4,4
"Always Dream",1,12.00,3,2
"Moorings 4800 - Crewed",2,14.63,4,4
"Anthea",1,14.60,5,3
"Moorings 4800 - Excl Plus",2,14.63,4,4
"Ema",1,9.96,2,1
"Lagoon x newsletter 11/2016",2,11.74,4,4
"Lagosta",2,13.61,4,4
"LA HABANA",2,11.55,4,2
"Athina",1,9.99,2,1
"Aquaholic",1,13.40,4,2
"ath32i02",1,9.60,2,1
"OMEGA",1,9.96,2,1
"Lahor - 05",1,10.45,2,1
"L'aigle",1,10.60,3,1
"La Loba",1,12.90,3,2
"Alunette",1,13.98,3,2
"Larisa",1,13.85,3,2
"Atlas",1,15.60,5,3
"ath49i02",1,15.07,4,4
"OPPORTUNITY",1,13.21,3,2
"Ops",1,10.85,2,1
"ORENOQUE",2,13.73,4,2
"La_Perla",2,11.60,4,2
"La Petite Sirene",2,13.00,4,2
"Opensea 5",1,14.15,4,3
"1639 BG",1,11.20,3,1
"Little Eva",1,10.71,2,1
"Lara",1,10.28,2,1
"Bettina",1,11.10,2,1
"Larimar",1,10.34,3,1
"Larus",1,12.20,3,2
"Las Palmas 58",1,12.46,3,1
"Orlando",2,13.96,4,4
"LAVANDA",4,11.82,3,2
"Atlantis",2,13.61,4,4
"OTTERSIDE",2,18.17,6,6
"Moorings 51.4 - Excl Plus",1,15.24,4,5
"Atlantis 54",4,16.68,3,2
"OUR BOYS",2,13.60,4,4
"Our Freedom  -  Owner version",1,13.85,3,2
"Latitud 2",1,12.60,4,2
"Aida",1,12.35,3,2
"Pamango",4,19.29,4,2
"LAV",1,25.00,7,10
"Auckland 50",1,12.46,3,1
"Atria II",1,9.90,2,1
"ath4911",1,14.98,4,4
"LAVSA",4,10.00,3,2
"Laynah",1,12.99,3,2
"MOYA",2,18.90,4,5
"DENTOL",4,6.15,0,0
"Legenda",1,10.71,3,1
"SUGAR",1,13.95,4,2
"Moonshadow",2,10.52,3,2
"Vienna",2,11.55,6,2
"Lejla",1,13.90,4,2
"""Le Ligne Verte""",1,10.94,3,1
"Amorgos",1,14.40,4,2
"Bon Temps",2,11.59,3,2
"Lento NEW GENOA IN 2014",1,13.76,4,2
"Delta",1,9.99,2,1
"Nadir Narine - Eolo 650 Day",4,6.50,1,1
"Leon",1,10.71,2,1
"ath5401",1,16.46,5,4
"Leonis",1,15.43,5,3
"Leottiana",1,14.73,4,4
"Leonor",2,12.61,4,4
"Leos",1,14.27,4,3
"Leottiana",1,14.73,4,4
"Le Phoenix",1,13.00,3,2
"NAILU",1,11.99,3,2
"LE SOLEIL",1,11.14,3,1
"LGS 40.9",4,12.85,3,2
"Les Sables d'Olonne 59",1,12.46,3,1
"BORBOLETA",1,14.20,4,2
"Leukothea",1,11.55,3,1
